Inv_Id,Vendor_Code,GL_Code,Inv_Amt,Item_Description,Product_Category
3146,VENDOR-1514,GL-6050310,15.51401538,TRUST FOR FEDERAL SECURITIES - Apr-2019 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3147,VENDOR-514,GL-6050310,87.00271963,BIC CORP - Jul-2013 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3148,VENDOR-514,GL-6050310,95.83012995,BIC CORP - Jun-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3149,VENDOR-514,GL-6050310,56.69649182,BIC CORP - Jul-2006 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3150,VENDOR-514,GL-6050310,12.2074709,BIC CORP - Jan-2017 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3151,VENDOR-874,GL-6050310,31.52289135,CSS INDUSTRIES INC - Jan-2006 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3152,VENDOR-874,GL-6050310,11.86950027,CSS INDUSTRIES INC - Jul-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3153,VENDOR-874,GL-6050310,3.458170342,CSS INDUSTRIES INC - Oct-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3154,VENDOR-1514,GL-6050310,61.37631201,TRUST FOR FEDERAL SECURITIES - Aug-2013 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3155,VENDOR-1514,GL-6050310,84.87219079,TRUST FOR FEDERAL SECURITIES - Feb-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3159,VENDOR-514,GL-6050310,82.61835391,BIC CORP - Feb-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3161,VENDOR-874,GL-6050310,87.33346815,CSS INDUSTRIES INC - May-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3162,VENDOR-1514,GL-6050310,31.72752959,TRUST FOR FEDERAL SECURITIES - Feb-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3163,VENDOR-1514,GL-6050310,61.42360309,TRUST FOR FEDERAL SECURITIES - Aug-2012 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3164,VENDOR-514,GL-6050310,20.81603143,BIC CORP - Aug-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3166,VENDOR-874,GL-6050310,67.59227622,CSS INDUSTRIES INC - Jun-2017 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3168,VENDOR-1514,GL-6050310,33.80434089,TRUST FOR FEDERAL SECURITIES - Jul-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3169,VENDOR-514,GL-6050310,41.60145491,BIC CORP - Apr-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3172,VENDOR-874,GL-6050310,23.1337626,CSS INDUSTRIES INC - Apr-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3174,VENDOR-514,GL-6050310,72.01270435,BIC CORP - Feb-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3175,VENDOR-1417,GL-6050310,42.58557591,CHANNEL AMERICA BROADCASTING INC - Feb-2003 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3176,VENDOR-1417,GL-6050310,1.214294148,CHANNEL AMERICA BROADCASTING INC - May-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3178,VENDOR-945,GL-6050310,99.58848088,COMMERCIAL INTERTECH CORP - Nov-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3179,VENDOR-945,GL-6050310,2.093135121,COMMERCIAL INTERTECH CORP - May-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3180,VENDOR-945,GL-6050310,2.936586433,COMMERCIAL INTERTECH CORP - Nov-2012 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3182,VENDOR-514,GL-6050310,78.222336,BIC CORP - Aug-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3184,VENDOR-514,GL-6050310,23.3744576,BIC CORP - Mar-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3185,VENDOR-874,GL-6050310,44.99699405,CSS INDUSTRIES INC - Jun-2004 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3186,VENDOR-1514,GL-6050310,81.38051034,TRUST FOR FEDERAL SECURITIES - Jan-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3187,VENDOR-514,GL-6050310,35.17766696,BIC CORP - Jan-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3188,VENDOR-514,GL-6050310,52.67645545,BIC CORP - Apr-2004 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3189,VENDOR-874,GL-6050310,40.91565927,CSS INDUSTRIES INC - Aug-2007 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3190,VENDOR-1514,GL-6050310,38.2680019,TRUST FOR FEDERAL SECURITIES - Jul-2007 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3191,VENDOR-514,GL-6050310,14.00599859,BIC CORP - Feb-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3192,VENDOR-514,GL-6050310,91.53319434,BIC CORP - Mar-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3193,VENDOR-874,GL-6050310,86.60982039,CSS INDUSTRIES INC - May-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3194,VENDOR-1514,GL-6050310,31.80539184,TRUST FOR FEDERAL SECURITIES - Feb-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3197,VENDOR-1514,GL-6050310,17.30734784,TRUST FOR FEDERAL SECURITIES - Jun-2011 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3198,VENDOR-1514,GL-6050310,40.85149636,TRUST FOR FEDERAL SECURITIES - Aug-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3199,VENDOR-514,GL-6050310,0.146002027,BIC CORP - Oct-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3200,VENDOR-514,GL-6050310,58.63500516,BIC CORP - May-2004 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3201,VENDOR-874,GL-6050310,28.37794051,CSS INDUSTRIES INC - Aug-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3203,VENDOR-514,GL-6050310,1.006060237,BIC CORP - Sep-2004 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3204,VENDOR-514,GL-6050310,50.25316264,BIC CORP - Jul-2013 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3206,VENDOR-1514,GL-6050310,52.78922689,TRUST FOR FEDERAL SECURITIES - Jan-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3207,VENDOR-514,GL-6050310,20.76996946,BIC CORP - Apr-2012 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3208,VENDOR-514,GL-6050310,83.50565722,BIC CORP - Oct-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3209,VENDOR-874,GL-6050310,76.44352763,CSS INDUSTRIES INC - Jul-2012 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3210,VENDOR-1514,GL-6050310,3.833781365,TRUST FOR FEDERAL SECURITIES - Apr-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3211,VENDOR-1514,GL-6050310,15.94797168,TRUST FOR FEDERAL SECURITIES - Nov-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3213,VENDOR-514,GL-6050310,50.38223457,BIC CORP - Feb-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3216,VENDOR-1514,GL-6050310,84.59455094,TRUST FOR FEDERAL SECURITIES - Mar-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3217,VENDOR-514,GL-6050310,99.61551364,BIC CORP - Aug-2006 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3219,VENDOR-874,GL-6050310,49.11187032,CSS INDUSTRIES INC - Aug-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3220,VENDOR-1514,GL-6050310,51.73461274,TRUST FOR FEDERAL SECURITIES - May-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3221,VENDOR-1514,GL-6050310,26.73469598,TRUST FOR FEDERAL SECURITIES - Mar-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3222,VENDOR-514,GL-6050310,12.53284963,BIC CORP - Dec-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3223,VENDOR-514,GL-6050310,60.92322336,BIC CORP - Jul-2019 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3224,VENDOR-874,GL-6050310,58.25191861,CSS INDUSTRIES INC - Dec-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3225,VENDOR-1514,GL-6050310,71.48536078,TRUST FOR FEDERAL SECURITIES - Aug-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3226,VENDOR-1514,GL-6050310,79.81826676,TRUST FOR FEDERAL SECURITIES - Dec-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3228,VENDOR-514,GL-6050310,21.75427022,BIC CORP - Oct-2013 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3229,VENDOR-874,GL-6050310,18.08607681,CSS INDUSTRIES INC - Jan-2003 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3230,VENDOR-1514,GL-6050310,11.41458855,TRUST FOR FEDERAL SECURITIES - Apr-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3231,VENDOR-1514,GL-6050310,58.54656544,TRUST FOR FEDERAL SECURITIES - Jan-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3234,VENDOR-874,GL-6050310,97.03117681,CSS INDUSTRIES INC - Jan-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3237,VENDOR-514,GL-6050310,24.95848218,BIC CORP - Aug-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3238,VENDOR-514,GL-6050310,3.800667556,BIC CORP - Nov-2003 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3240,VENDOR-1514,GL-6050310,8.370755303,TRUST FOR FEDERAL SECURITIES - Sep-2006 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3241,VENDOR-1514,GL-6050310,41.14952143,TRUST FOR FEDERAL SECURITIES - Aug-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3242,VENDOR-514,GL-6050310,82.45800546,BIC CORP - Apr-2011 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3245,VENDOR-1514,GL-6050310,37.26665308,TRUST FOR FEDERAL SECURITIES - Jul-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3246,VENDOR-1514,GL-6050310,72.91893656,TRUST FOR FEDERAL SECURITIES - Jun-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3247,VENDOR-514,GL-6050310,29.08018511,BIC CORP - Feb-2003 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3248,VENDOR-514,GL-6050310,42.01912306,BIC CORP - Feb-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3249,VENDOR-874,GL-6050310,36.25146607,CSS INDUSTRIES INC - Apr-2003 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3250,VENDOR-1514,GL-6050310,69.31254043,TRUST FOR FEDERAL SECURITIES - Jan-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3251,VENDOR-1514,GL-6050310,19.63346073,TRUST FOR FEDERAL SECURITIES - Dec-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3252,VENDOR-514,GL-6050310,50.88864466,BIC CORP - Jun-2011 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3255,VENDOR-1514,GL-6050310,11.63229951,TRUST FOR FEDERAL SECURITIES - Jun-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3258,VENDOR-514,GL-6050310,76.23182552,BIC CORP - Sep-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3259,VENDOR-874,GL-6050310,14.91926961,CSS INDUSTRIES INC - Jun-2012 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3260,VENDOR-1514,GL-6050310,71.02444461,TRUST FOR FEDERAL SECURITIES - Apr-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3261,VENDOR-1514,GL-6050310,60.49139209,TRUST FOR FEDERAL SECURITIES - Apr-2007 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3263,VENDOR-514,GL-6050310,61.69449088,BIC CORP - Nov-2012 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3264,VENDOR-874,GL-6050310,94.6957725,CSS INDUSTRIES INC - Jun-2017 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3266,VENDOR-1514,GL-6050310,89.87461761,TRUST FOR FEDERAL SECURITIES - Nov-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3267,VENDOR-514,GL-6050310,75.53007864,BIC CORP - Feb-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3271,VENDOR-1514,GL-6050310,54.15904567,TRUST FOR FEDERAL SECURITIES - Apr-2003 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3273,VENDOR-514,GL-6050310,19.43053825,BIC CORP - Aug-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3274,VENDOR-874,GL-6050310,56.41456663,CSS INDUSTRIES INC - Jul-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3277,VENDOR-514,GL-6050310,18.79148832,BIC CORP - Aug-2013 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3278,VENDOR-514,GL-6050310,36.53725055,BIC CORP - Jan-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3279,VENDOR-874,GL-6050310,24.25734066,CSS INDUSTRIES INC - Nov-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3281,VENDOR-1514,GL-6050310,41.01665266,TRUST FOR FEDERAL SECURITIES - Nov-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3282,VENDOR-514,GL-6050310,87.08828522,BIC CORP - Nov-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3284,VENDOR-874,GL-6050310,20.94664698,CSS INDUSTRIES INC - Aug-2001 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3285,VENDOR-1514,GL-6050310,16.56798247,TRUST FOR FEDERAL SECURITIES - Dec-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3286,VENDOR-1514,GL-6050310,3.083661666,TRUST FOR FEDERAL SECURITIES - Dec-2005 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3287,VENDOR-514,GL-6050310,58.88391392,BIC CORP - Mar-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3288,VENDOR-514,GL-6050310,85.4805508,BIC CORP - Aug-2007 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3291,VENDOR-1514,GL-6050310,36.85011739,TRUST FOR FEDERAL SECURITIES - Feb-2015 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3293,VENDOR-514,GL-6050310,10.01667766,BIC CORP - Apr-2000 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3296,VENDOR-1514,GL-6050310,60.31705319,TRUST FOR FEDERAL SECURITIES - Jul-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3297,VENDOR-514,GL-6050310,24.03721604,BIC CORP - Jan-2017 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3298,VENDOR-514,GL-6050310,27.58482265,BIC CORP - Mar-2007 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3300,VENDOR-1514,GL-6050310,90.28648017,TRUST FOR FEDERAL SECURITIES - Mar-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3302,VENDOR-514,GL-6050310,20.78460559,BIC CORP - Dec-2019 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3304,VENDOR-874,GL-6050310,35.44678635,CSS INDUSTRIES INC - Oct-2006 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3305,VENDOR-1514,GL-6050310,27.90339371,TRUST FOR FEDERAL SECURITIES - Nov-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3306,VENDOR-1514,GL-6050310,69.14359784,TRUST FOR FEDERAL SECURITIES - Nov-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3307,VENDOR-514,GL-6050310,9.988465938,BIC CORP - Sep-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3308,VENDOR-514,GL-6050310,10.60031847,BIC CORP - Jun-2002 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3309,VENDOR-874,GL-6050310,83.54103451,CSS INDUSTRIES INC - May-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3310,VENDOR-1514,GL-6050310,29.21245922,TRUST FOR FEDERAL SECURITIES - Sep-2011 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3311,VENDOR-514,GL-6050310,37.23140426,BIC CORP - May-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3313,VENDOR-1418,GL-6050310,74.80667125,EON CORP - Jun-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3314,VENDOR-1417,GL-6050310,37.00944319,CHANNEL AMERICA BROADCASTING INC - Oct-2019 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3315,VENDOR-1417,GL-6050310,97.10622559,CHANNEL AMERICA BROADCASTING INC - Aug-2010 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3316,VENDOR-1417,GL-6050310,34.06252364,CHANNEL AMERICA BROADCASTING INC - Feb-2011 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3317,VENDOR-1417,GL-6050310,14.80636356,CHANNEL AMERICA BROADCASTING INC - Feb-2011 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3319,VENDOR-1417,GL-6050310,74.56495722,CHANNEL AMERICA BROADCASTING INC - Oct-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3320,VENDOR-1417,GL-6050310,8.448644116,CHANNEL AMERICA BROADCASTING INC - May-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3321,VENDOR-1417,GL-6050310,5.588065818,CHANNEL AMERICA BROADCASTING INC - Dec-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3323,VENDOR-1417,GL-6050310,70.85378277,CHANNEL AMERICA BROADCASTING INC - Jan-2018 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3324,VENDOR-1417,GL-6050310,8.172302259,CHANNEL AMERICA BROADCASTING INC - Jan-2019 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3325,VENDOR-1417,GL-6050310,11.17168718,CHANNEL AMERICA BROADCASTING INC - Mar-2015 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3326,VENDOR-1417,GL-6050310,47.00489818,CHANNEL AMERICA BROADCASTING INC - Dec-2014 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3327,VENDOR-1417,GL-6050310,26.97496264,CHANNEL AMERICA BROADCASTING INC - Sep-2009 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3328,VENDOR-1417,GL-6050310,97.28269498,CHANNEL AMERICA BROADCASTING INC - Oct-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3329,VENDOR-1417,GL-6050310,87.05926746,CHANNEL AMERICA BROADCASTING INC - Oct-2000 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3330,VENDOR-1417,GL-6050310,86.92107453,CHANNEL AMERICA BROADCASTING INC - Jul-2016 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3332,VENDOR-1417,GL-6050310,43.0129238,CHANNEL AMERICA BROADCASTING INC - Mar-2008 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
3333,VENDOR-1417,GL-6050310,11.98359108,CHANNEL AMERICA BROADCASTING INC - Apr-2006 - Travel and Entertainment Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only),CLASS-559
